Entity,Code,Year,10.a.1 - Proportion of tariff lines applied to imports with zero-tariff (%) - TM_TRF_ZERO - Total or no breakdown
Sub-Saharan Africa,,2018,67.88564
Sub-Saharan Africa,,2019,67.0306
Sub-Saharan Africa,,2020,64.80736
Sudan,SDN,2005,59.49074
Sudan,SDN,2010,65.0311
Sudan,SDN,2015,73.72765
Sudan,SDN,2016,70.85236
Sudan,SDN,2017,71.22302
Sudan,SDN,2018,71.70264
Sudan,SDN,2019,81.28872
Sudan,SDN,2020,78.72582
Suriname,SUR,2005,64.20022
Suriname,SUR,2010,77.589
Suriname,SUR,2015,78.86435
Suriname,SUR,2016,63.79453
Suriname,SUR,2017,76.46104
Suriname,SUR,2018,77.22772
Suriname,SUR,2019,74.09163
Suriname,SUR,2020,74.92429
Svalbard and Jan Mayen,SJM,2016,0
Sweden,SWE,2005,42.19229
Sweden,SWE,2010,49.08249
Sweden,SWE,2015,55.7979
Sweden,SWE,2017,59.93729
Sweden,SWE,2018,60.7316
Sweden,SWE,2019,60.35028
Sweden,SWE,2020,61.74916
Switzerland,CHE,2005,39.10019
Switzerland,CHE,2010,42.66227
Switzerland,CHE,2015,55.48621
Switzerland,CHE,2016,55.30658
Switzerland,CHE,2017,58.07923
Switzerland,CHE,2018,59.85809
Switzerland,CHE,2019,59.25031
Switzerland,CHE,2020,61.40084
Syria,SYR,2005,63.08244
Syria,SYR,2010,70.05524
Syria,SYR,2015,81.06759
Syria,SYR,2016,82.03557
Syria,SYR,2017,80.53523
Syria,SYR,2018,80.82801
Syria,SYR,2019,80.16434
Syria,SYR,2020,78.79104
Tajikistan,TJK,2005,53.1219
Tajikistan,TJK,2010,55.07099
Tajikistan,TJK,2015,52.36123
Tajikistan,TJK,2016,48.78277
Tajikistan,TJK,2017,45.41139
Tajikistan,TJK,2018,45.78696
Tajikistan,TJK,2019,52.40793
Tajikistan,TJK,2020,71.75824
Tanzania,TZA,2005,40.99765
Tanzania,TZA,2010,65.32703
Tanzania,TZA,2015,83.38207
Tanzania,TZA,2016,80.5656
Tanzania,TZA,2017,84.92827
Tanzania,TZA,2018,85.02377
Tanzania,TZA,2019,81.72386
Tanzania,TZA,2020,73.68852
Thailand,THA,2005,32.19399
Thailand,THA,2010,39.06142
Thailand,THA,2015,48.92175
Thailand,THA,2016,47.23808
Thailand,THA,2017,53.33393
Thailand,THA,2018,54.44641
Thailand,THA,2019,54.20554
Thailand,THA,2020,55.89667
Timor,TLS,2005,43.96135
Timor,TLS,2010,41.83673
Timor,TLS,2015,57.03422
Timor,TLS,2016,55.37849
Timor,TLS,2017,68.60841
Timor,TLS,2018,72.03947
Timor,TLS,2019,71.42857
Timor,TLS,2020,55.30864
Togo,TGO,2005,31.19048
Togo,TGO,2010,30.53977
Togo,TGO,2015,69.72959
Togo,TGO,2016,76.67897
Togo,TGO,2017,85.16655
Togo,TGO,2018,86.19512
Togo,TGO,2019,84.53608
Togo,TGO,2020,83.40479
Tokelau,TKL,2005,40
Tokelau,TKL,2010,36.79245
Tokelau,TKL,2015,36.58147
Tokelau,TKL,2016,27.69784
Tokelau,TKL,2017,26.28755
Tokelau,TKL,2018,27.3913
Tokelau,TKL,2019,30.9
Tokelau,TKL,2020,27.39018
Tonga,TON,2005,65.27778
Tonga,TON,2010,64.11765
Tonga,TON,2015,69.71154
Tonga,TON,2016,63.67925
Tonga,TON,2017,68.10036
Tonga,TON,2018,69.53405
Tonga,TON,2019,72.92994
Tonga,TON,2020,66.14786
Trinidad and Tobago,TTO,2005,87.80304
Trinidad and Tobago,TTO,2010,90.00887
Trinidad and Tobago,TTO,2015,83.84946
Trinidad and Tobago,TTO,2016,91.1598
Trinidad and Tobago,TTO,2017,86.52013
Trinidad and Tobago,TTO,2018,87.44323
Trinidad and Tobago,TTO,2019,90.70916
Trinidad and Tobago,TTO,2020,93.16474
Tunisia,TUN,2005,63.22827
Tunisia,TUN,2010,54.19025
Tunisia,TUN,2015,55.47495
Tunisia,TUN,2016,46.07865
Tunisia,TUN,2017,52.71893
Tunisia,TUN,2018,53.62428
Tunisia,TUN,2019,52.14932
Tunisia,TUN,2020,52.6627
Turkey,TUR,2005,32.42738
Turkey,TUR,2010,36.83075
Turkey,TUR,2015,41.39181
Turkey,TUR,2016,42.012
Turkey,TUR,2017,43.83649
Turkey,TUR,2018,44.60634
Turkey,TUR,2019,42.80487
Turkey,TUR,2020,44.45194
Turkmenistan,TKM,2005,53.84615
Turkmenistan,TKM,2010,54.7419
Turkmenistan,TKM,2015,50.57252
Turkmenistan,TKM,2016,43.5123
Turkmenistan,TKM,2017,55.61545
Turkmenistan,TKM,2018,56.16562
Turkmenistan,TKM,2019,65.41667
Turkmenistan,TKM,2020,60.45455
Turks and Caicos Islands,TCA,2005,45.89744
Turks and Caicos Islands,TCA,2010,24.57143
Turks and Caicos Islands,TCA,2015,56.32754
Turks and Caicos Islands,TCA,2016,38.4058
Turks and Caicos Islands,TCA,2017,41.53166
Turks and Caicos Islands,TCA,2018,42.15976
Turks and Caicos Islands,TCA,2019,32.46575
Turks and Caicos Islands,TCA,2020,22.8169
Tuvalu,TUV,2005,72.27723
Tuvalu,TUV,2010,68
Tuvalu,TUV,2015,80
Tuvalu,TUV,2016,60.5042
Tuvalu,TUV,2017,74.49664
Tuvalu,TUV,2018,76.35135
Tuvalu,TUV,2019,77.41935
Tuvalu,TUV,2020,67
Uganda,UGA,2005,35.48496
Uganda,UGA,2010,71.82943
Uganda,UGA,2015,59.60254
Uganda,UGA,2016,79.89691
Uganda,UGA,2017,85.69728
Uganda,UGA,2018,86.41877
Uganda,UGA,2019,84.09522
Uganda,UGA,2020,70.34332
Ukraine,UKR,2005,62.72286
Ukraine,UKR,2010,64.60428
Ukraine,UKR,2015,70.22992
Ukraine,UKR,2016,66.01356
Ukraine,UKR,2017,67.67537
Ukraine,UKR,2018,68.39987
Ukraine,UKR,2019,67.73307
Ukraine,UKR,2020,68.11181
United Arab Emirates,ARE,2005,33.32754
United Arab Emirates,ARE,2010,38.50274
United Arab Emirates,ARE,2015,38.561
United Arab Emirates,ARE,2016,41.63166
United Arab Emirates,ARE,2017,41.46104
United Arab Emirates,ARE,2018,43.0327
United Arab Emirates,ARE,2019,40.90274
United Arab Emirates,ARE,2020,41.90736
United Kingdom,GBR,2005,36.69737
United Kingdom,GBR,2010,41.57237
United Kingdom,GBR,2015,47.51073
United Kingdom,GBR,2017,51.65722
United Kingdom,GBR,2018,52.81778
United Kingdom,GBR,2019,52.54822
United Kingdom,GBR,2020,54.1689
United States,USA,2005,32.01863
United States,USA,2010,37.31017
United States,USA,2015,39.99869
United States,USA,2016,41.2499
United States,USA,2017,42.31022
United States,USA,2018,42.5337
United States,USA,2019,42.42662
United States,USA,2020,43.57903
United States Minor Outlying Islands,UMI,2005,26.5652
United States Minor Outlying Islands,UMI,2010,29.59854
United States Minor Outlying Islands,UMI,2015,25
United States Minor Outlying Islands,UMI,2016,22.87736
United States Minor Outlying Islands,UMI,2017,24.56897
United States Minor Outlying Islands,UMI,2018,25.7741
United States Minor Outlying Islands,UMI,2019,24.89552
United States Minor Outlying Islands,UMI,2020,37.84888
United States Virgin Islands,VIR,2017,0
United States Virgin Islands,VIR,2018,0
United States Virgin Islands,VIR,2019,40
United States Virgin Islands,VIR,2020,36.58537
Uruguay,URY,2005,62.59039
Uruguay,URY,2010,68.61771
Uruguay,URY,2015,74.5488
Uruguay,URY,2016,72.98992
Uruguay,URY,2017,68.62829
Uruguay,URY,2018,70.60002
Uruguay,URY,2019,67.79292
Uruguay,URY,2020,66.80641
Uzbekistan,UZB,2005,69.73258
Uzbekistan,UZB,2010,74.3951
Uzbekistan,UZB,2015,79.0095
Uzbekistan,UZB,2016,78.66263
Uzbekistan,UZB,2017,77.66842
Uzbekistan,UZB,2018,77.8193
Uzbekistan,UZB,2019,75.66708
Uzbekistan,UZB,2020,77.63809
Vanuatu,VUT,2005,42.57813
Vanuatu,VUT,2010,70.99698
Vanuatu,VUT,2015,77.14885
Vanuatu,VUT,2016,78.83598
Vanuatu,VUT,2017,79.05138
Vanuatu,VUT,2018,79.91886
Vanuatu,VUT,2019,85.03937
Vanuatu,VUT,2020,83.4375
Venezuela,VEN,2005,64.1796
Venezuela,VEN,2010,59.23708
Venezuela,VEN,2015,48.85678
Venezuela,VEN,2016,51.98622
Venezuela,VEN,2017,51.95385
Venezuela,VEN,2018,52.84091
Venezuela,VEN,2019,44.6677
Venezuela,VEN,2020,48.66667
Vietnam,VNM,2005,39.31125
Vietnam,VNM,2010,44.0956
Vietnam,VNM,2015,52.68797
Vietnam,VNM,2016,49.20615
Vietnam,VNM,2017,56.00244
Vietnam,VNM,2018,56.38597
Vietnam,VNM,2019,56.77093
Vietnam,VNM,2020,59.57459
Wallis and Futuna,WLF,2005,50.96154
Wallis and Futuna,WLF,2010,62.06897
Wallis and Futuna,WLF,2015,58.73016
Wallis and Futuna,WLF,2016,52.94118
Wallis and Futuna,WLF,2017,59.52381
Wallis and Futuna,WLF,2018,59.52381
Wallis and Futuna,WLF,2019,69.01408
Wallis and Futuna,WLF,2020,66.21622
Western Africa,,2005,40.69006
Western Africa,,2010,39.85523
Western Africa,,2015,67.02332
Western Africa,,2016,63.93594
Western Africa,,2017,71.4894
Western Africa,,2018,73.61083
Western Africa,,2019,72.7111
Western Africa,,2020,72.04949
Western Asia,,2005,44.93574
Western Asia,,2010,47.36673
Western Asia,,2015,49.30872
Western Asia,,2016,49.45996
Western Asia,,2017,50.85058
Western Asia,,2018,52.04605
Western Asia,,2019,50.32843
Western Asia,,2020,51.09273
Western Europe,,2005,38.09151
Western Europe,,2010,43.21548
Western Europe,,2015,50.15301
Western Europe,,2016,55.30114
Western Europe,,2017,54.55251
Western Europe,,2018,55.30112
Western Europe,,2019,54.91721
Western Europe,,2020,57.04597
Western Sahara,ESH,2005,7.14286
Western Sahara,ESH,2010,4.61538
Western Sahara,ESH,2015,21.9697
Western Sahara,ESH,2016,28.30189
Western Sahara,ESH,2017,43.24324
Western Sahara,ESH,2018,43.24324
Western Sahara,ESH,2019,27.90698
Western Sahara,ESH,2020,43.75
World,OWID_WRL,2005,39.88653
World,OWID_WRL,2010,44.61772
World,OWID_WRL,2015,50.50223
World,OWID_WRL,2016,48.43139
World,OWID_WRL,2017,53.45238
World,OWID_WRL,2018,54.3607
World,OWID_WRL,2019,54.28028
World,OWID_WRL,2020,55.86157
Yemen,YEM,2005,66.41895
Yemen,YEM,2010,56.34921
Yemen,YEM,2015,78.99475
Yemen,YEM,2016,79.67128
Yemen,YEM,2017,89.16667
Yemen,YEM,2018,89.17487
Yemen,YEM,2019,92.07317
Yemen,YEM,2020,85.9589
Zambia,ZMB,2005,69.85999
Zambia,ZMB,2010,62.91188
Zambia,ZMB,2015,93.14019
Zambia,ZMB,2016,89.7491
Zambia,ZMB,2017,91.4149
Zambia,ZMB,2018,92.19688
Zambia,ZMB,2019,89.85635
Zambia,ZMB,2020,73.98253
Zimbabwe,ZWE,2005,74.5001
Zimbabwe,ZWE,2010,77.42896
Zimbabwe,ZWE,2015,84.1467
Zimbabwe,ZWE,2016,83.02333
Zimbabwe,ZWE,2017,81.39463
Zimbabwe,ZWE,2018,81.702
Zimbabwe,ZWE,2019,81.38466
Zimbabwe,ZWE,2020,80.16529
